id,original_title,adult,original_language,popularity,release_date,budget,profit (revenue-budget),runtime,status,vote_average,vote_count
286532,A Merry Friggin' Christmas,2,en,14.921478,11/7/2014,0,0,88,Released,4.7,68
286538,Bokeh,2,en,6.165126,3/24/2017,0,0,104,Released,5.1,62
286548,TEKKEN: A Man Called X,2,en,7.415328,8/12/2014,0,0,90,Released,4.1,30
286554,Two Night Stand,2,en,6.788822,9/26/2014,0,18612,86,Released,6.3,690
286565,Paper Towns,2,en,9.662731,6/18/2015,12000000,73512300,109,Released,6.1,1997
286567,Max Steel,2,en,6.703892,10/14/2016,10000000,-3727597,92,Released,5.1,234
286595,Marie Heurtin,2,fr,1.64304,8/10/2014,0,0,95,Released,6.9,26
286654,Reclaim,2,en,3.78824,9/19/2014,0,0,96,Released,4.9,55
286657,Crawl or Die,2,en,1.584846,8/13/2014,0,0,86,Released,4.9,26
286668,A Good Man,2,en,2.83412,8/19/2014,7000000,-7000000,100,Released,5,44
286687,Love Lesson,2,ko,3.02542,12/5/2013,0,0,80,Released,5,6
286697,Songs From the North,2,en,0.380374,8/8/2014,0,0,72,Released,8.3,2
286709,Revenge of the Green Dragons,2,en,2.820466,3/15/2014,5000000,-5000000,94,Released,5.2,34
286805,Dark Dungeons,2,en,0.055526,8/15/2014,1000,-1000,40,Released,1,1
286817,Anatomy of a Love Seen,2,en,2.134277,7/28/2014,0,0,86,Released,4.5,37
286873,Northmen: A Viking Saga,2,en,16.388563,9/27/2014,0,0,97,Released,5.3,127
286875,Paper Planes,2,en,7.78915,9/7/2014,0,0,96,Released,6,49
286940,The Boxcar Children,2,en,0.929799,8/5/2014,5,-5,86,Released,7.6,7
286971,Innocence,2,en,5.304305,9/5/2014,0,0,96,Post Production,4.3,13
286987,How to Build a Better Boy,2,en,5.954022,8/17/2014,0,0,90,Released,5.7,71
287084,The Town that Dreaded Sundown,2,en,8.494374,10/16/2014,0,0,85,Released,5.7,167
287170,ใช่รักหรือเปล่า,2,th,1.512438,2/27/2014,0,0,108,Released,6,7
287179,The Iron Ministry,2,en,0.376129,8/15/2014,0,0,82,Released,6.5,2
287233,Tom and Jerry: The Lost Dragon,2,en,1.35961,7/27/2014,0,0,57,Released,6.4,8
287241,The Unauthorized Saved by the Bell Story,2,en,0.948724,9/1/2014,0,0,88,Released,4.9,11
287281,The Gamers: Natural One,2,en,0.142142,8/14/2014,0,0,29,Released,4.3,2
287284,Swung,2,en,1.671062,6/19/2015,0,0,87,Released,4.8,7
287299,Katt Williams: Priceless: Afterlife,2,en,0.476007,8/16/2014,0,0,58,Released,10,2
287301,Kesäkaverit,2,fi,0.358817,8/1/2014,0,0,90,Released,4.6,5
287322,Blackbird,2,en,0.934827,2/16/2014,0,0,99,Released,5.4,10
287344,Gaston's War,2,nl,0.01804,10/23/1997,0,0,0,Released,0,0
287422,Gentlemen,2,sv,0.461721,12/5/2014,0,0,141,Released,6,3
287424,Maggie,2,en,12.020933,5/8/2015,4000000,-3812888,95,Released,5.2,604
287426,Shelter,2,en,5.675752,9/12/2014,0,0,105,Released,5.8,34
287483,Am Ende ein Fest,2,de,1.457375,8/29/2014,0,0,90,Released,6,16
287484,Sons of Liberty,2,en,0.457657,7/6/2013,0,0,94,Released,3.3,3
287486,Mielensäpahoittaja,2,fi,2.681279,9/5/2014,0,0,104,Released,7.6,7
287493,さよなら歌舞伎町,2,ja,1.31479,9/7/2014,0,0,135,Released,6.4,11
287495,Im Labyrinth des Schweigens,2,de,9.046751,9/6/2014,0,794452,122,Released,7.3,199
287497,Урок,2,bg,1.051211,9/4/2014,0,0,111,Released,6.8,15
287499,"Margarita, with a Straw",2,en,0.600391,10/4/2014,0,0,100,Released,6.6,13
287504,Modris,2,en,0.056398,10/24/2014,0,0,98,Released,5,1
287509,Tokyo Fiancée,2,fr,1.833529,9/7/2014,0,0,100,Released,6,32
287524,Fear Clinic,2,en,2.508452,10/31/2014,1,-1,95,Released,4,42
287581,Obce Ciało,2,pl,0.374007,10/17/2014,1500000,-1500000,117,Released,5.5,2
287587,Adult Beginners,2,en,5.764184,9/8/2014,0,108808,90,Released,5.3,88
287590,聖闘士星矢 LEGEND of SANCTUARY,2,ja,6.751603,6/21/2014,0,0,93,Released,5,162
287594,Dukhtar,2,ur,0.539258,9/18/2014,0,0,93,Released,6.4,7
287603,Eddie Pepitone: In Ruins,2,en,0.024104,8/7/2014,0,0,64,Released,0,0
287623,Second Coming,2,en,1.046576,9/2/2014,0,0,105,Released,5.9,6
287628,Theeb‎‎,2,ar,2.469425,9/4/2014,0,0,100,Released,6.6,64
287636,The Sound and the Fury,2,en,1.166012,10/23/2015,0,0,101,Released,4.4,6
287647,카트,2,ko,1.467059,11/13/2014,0,0,103,Released,6.8,5
287689,7 Days in Hell,2,en,8.323292,7/11/2015,0,0,43,Released,6.4,132
287703,等一個人咖啡,2,en,1.273364,8/15/2014,0,0,119,Released,6.3,19
287717,Edgar G. Ulmer: The Man Off-screen,2,en,0.304351,9/4/2004,0,0,77,Released,0,0
287719,Vinodentro,2,it,0.392381,12/12/2013,0,0,0,Released,6,1
287767,Mardaani,2,en,1.139847,8/22/2014,0,0,133,Released,7,21
287793,Cam2Cam,2,en,1.120312,8/22/2014,0,0,91,Released,3.8,14
287811,Boys Life 4: Four Play,2,en,0.066548,8/1/2003,0,0,0,Released,5,1
287815,Call + Response,2,en,0.04002,10/10/2008,0,0,86,Released,8,1
287816,Camera Obscura,2,en,0.037259,2/6/2000,0,0,0,Released,3,1
287821,Catfish in Black Bean Sauce,2,en,0.003552,6/9/2000,0,0,119,Released,0,0
287859,Raja Natwarlal,2,hi,1.109545,8/29/2014,5,-1,141,Released,5.5,8
287903,Krampus,2,en,15.553313,11/26/2015,15000000,46548707,98,Released,5.9,601
287935,Midnight Sun,2,en,2.355806,9/1/2014,18000000,-18000000,120,Released,5.8,18
287940,Night Sights,2,en,2.124093,12/31/2011,250000,-250000,89,Released,3.5,7
287948,The Transporter Refueled,2,en,11.007319,9/3/2015,25000000,47629670,96,Released,5.3,573
287982,VHS Massacre: Cult Films and the Decline of Physical Media,2,en,1.39872,6/20/2016,0,0,72,Released,5.4,7
287991,Dog Run,2,en,0.001648,4/4/2001,0,0,0,Released,0,0
288035,"Kids in the Hall: Same Guys, New Dresses",2,en,0.001262,3/2/2001,0,0,93,Released,0,0
288036,Sleeping with Other People,2,en,8.844452,6/26/2015,0,3214116,100,Released,6.2,309
288037,Futari Ecchi,2,en,0.318238,1/1/2000,0,0,120,Released,2,1
288098,Nebo iznad krajolika,2,bs,0.044619,3/15/2006,0,0,86,Released,0,0
288101,"Tout refleurit: Pedro Costa, cinéaste",2,en,0.003534,7/10/2006,0,0,78,Released,0,0
288105,Eastwood on Eastwood,2,en,0.071704,11/1/1997,0,0,68,Released,7,1
288108,Film ist. 7-12,2,en,0.002353,10/10/2002,0,0,90,Released,0,0
288111,"Moral Tales, Filmic Issues",2,en,0.003783,8/15/2006,0,0,84,Released,0,0
288117,Living with the Fosters,2,en,0.002361,3/23/2002,0,0,113,Released,0,0
288121,Fearful Symmetry,2,en,0.089356,1/1/1998,0,0,90,Released,9,1
288122,Budd Boetticher: A Man Can Do That,2,en,0.074118,12/2/2005,0,0,86,Released,7,2
288128,Great Escape: The Untold Story,2,en,0.001177,1/1/2001,0,0,60,Released,0,0
288129,Liz en Septiembre,2,en,0.787551,10/2/2014,0,0,100,Released,6.6,5
288130,A Good Job: Stories of the FDNY,2,en,0.862513,9/8/2014,600000,-600000,60,Released,0,0
288146,97 Percent True,2,en,0.003534,1/1/2008,0,0,51,Released,0,0
288154,Jersey Shore Massacre,2,en,2.466441,8/22/2014,1400000,-1400000,88,Released,3.4,23
288158,The Woman in Black 2: Angel of Death,2,en,6.942139,12/30/2014,1000000,25501323,90,Released,5,389
288162,Happy Birthday to a Beautiful Woman,2,en,0.009437,9/8/2012,0,0,0,Released,0,0
288171,Blue Mountain State: The Rise of Thadland,2,en,5.008234,2/2/2016,0,0,90,Released,5.7,91
288186,Passing Glory,2,en,1.250784,2/21/1999,0,0,100,Released,7,1
288201,A Season on the Brink,2,en,0.002361,3/10/2002,0,0,0,Released,0,0
288259,No Flesh Shall Be Spared,2,en,0.009451,1/1/2009,0,0,54,Released,0,0
288281,A Good Marriage,2,en,9.30854,10/3/2014,0,0,103,Released,5.1,119
288286,A História da Eternidade,2,pt,0.172293,7/26/2014,0,0,121,Released,8.3,4
288288,I am Von Höfler Variation on Werther,2,en,0.00353,1/1/2008,0,0,160,Released,0,0
288290,Mon Paradis - Der Winterpalast,2,en,0.002582,1/1/2001,0,0,48,Released,0,0
288292,Budd Boetticher: An American Original,2,en,0.003786,12/13/2005,0,0,51,Released,0,0
288293,Jungre de Ikou,2,en,0.076206,3/26/1997,0,0,86,Released,6.5,2
288295,Lana Turner... a Daughter's Memoir,2,en,0.036478,1/1/2001,0,0,86,Released,9,1
288296,Huellas de un espíritu,2,en,0.00152,10/10/1998,0,0,45,Released,0,0
288301,Do I Sound Gay?,2,en,1.635063,7/10/2014,0,0,77,Released,6.2,20
288312,El escarabajo de oro,2,es,0.19059,8/15/2014,0,0,100,Released,0,0
288313,Perez.,2,it,1.187722,10/2/2014,0,0,94,Released,6.2,20
288424,Shock Value,2,en,0.704106,8/1/2014,0,0,91,Released,5.9,11
288430,In the Edges: The 'Grizzly Man' Session,2,en,0.005173,12/26/2005,0,0,54,Released,0,0
288463,The Guvnors,2,en,2.562863,6/24/2014,0,0,95,Released,5.3,25
288504,Bridge and Tunnel,2,en,0.019792,4/30/2014,0,0,95,Released,0,0
288581,Rocks in my Pockets,2,en,0.829203,8/21/2014,0,0,88,Released,9.4,5
288585,Stille hjerte,2,da,1.872988,11/13/2014,0,0,98,Released,6.2,16
288587,Vie Sauvage,2,en,2.144842,10/29/2014,0,0,106,Released,6.7,19
288618,Atlántida,2,es,0.014118,2/11/2014,0,0,78,Released,0,0
288691,Last Weekend,2,en,3.131421,8/29/2014,0,0,94,Released,4.3,9
288694,La trattativa,2,it,0.527368,10/2/2014,0,0,108,Released,7.6,12
288708,Im Keller,2,de,2.246861,9/26/2014,0,0,81,Released,6,16
288710,The Frontier,2,en,1.672854,11/8/2016,0,0,88,Released,6.2,7
288772,"Five Wives, Three Secretaries and Me",2,en,0.001648,10/8/1999,0,0,0,Released,0,0
288778,Runoff,2,en,0.4807,6/26/2015,0,0,90,Released,4.9,5
288788,一生一世,2,zh,0.630429,9/4/2014,0,0,106,Released,5.6,8
288789,Merchants of Doubt,2,en,1.743751,11/8/2014,0,192400,96,Released,7.5,36
288916,Pay 2 Play: Democracy's High Stakes,2,en,0.051932,9/5/2014,0,0,87,Released,5,1
288931,Pump!,2,en,0.499251,9/19/2014,0,0,88,Released,7.8,5
288952,Evergreen,2,en,0.876271,1/1/2004,0,0,86,Released,7,1
288953,Forget Baghdad: Jews and Arabs - The Iraqi Connection,2,en,0.002374,1/1/2002,0,0,0,Released,0,0
288977,The Dovekeepers,2,en,1.313421,3/31/2015,0,0,180,Released,4.3,5
288980,Freedom,2,en,5.3991,8/21/2014,14500000,-14500000,98,Released,5.8,9
289010,Die Frau des Frisörs,2,de,0.043028,10/27/2008,0,0,0,Released,8,1
289039,فتاة المصنع,2,ar,0.477975,12/8/2013,0,0,92,Released,6.5,2
289097,Cell 213,2,en,2.68548,6/10/2011,0,0,109,Released,5.1,18
289126,Hiver rouge,2,fr,0.007094,9/8/2011,0,0,,Released,0,0
289153,Tu veux... ou tu veux pas?,2,fr,6.837575,10/1/2014,0,0,0,Released,4.9,107
289159,Nematomas frontas,2,en,0.137328,3/20/2014,0,0,87,Released,7,3
289171,Le Grimoire d'Arkandias,2,fr,3.87515,10/22/2014,0,0,91,Released,5.6,27
289174,The President,2,ka,0.334111,8/30/2014,0,0,115,Released,6.4,8
289180,H.,2,en,0.730281,8/28/2014,0,0,93,Released,6.5,4
289183,Aikuisten poika,2,fi,0.023784,8/29/2014,0,0,94,Released,7,1
289190,Felt,2,en,0.643327,9/18/2014,0,0,80,Released,5,9
289191,I Am Here,2,en,1.948792,9/30/2014,0,0,97,Released,4.9,22
289198,Redeemer,2,es,1.586498,9/18/2014,0,0,88,Released,4.7,15
289222,The Zookeeper's Wife,2,en,13.655178,3/31/2017,20000000,-6837525,126,Released,7.1,160
289225,Love Finds You In Sugarcreek,2,en,0.712788,6/1/2014,0,0,93,Released,7,4
289232,The Goob,2,en,1.310577,9/25/2014,0,0,86,Released,7.1,16
289239,Mostly Ghostly: Have You Met My Ghoulfriend?,2,en,5.308946,9/2/2014,0,0,91,Released,5.1,24
289269,Lady Bloodfight,2,en,5.226483,11/11/2016,0,0,97,Released,5.1,18
289278,Min så kallade pappa,2,sv,1.035811,9/19/2014,0,0,123,Released,5.5,4
289314,Olive Kitteridge,2,en,6.029457,11/2/2014,0,0,233,Released,7.6,66
289333,Jim Jefferies: BARE,2,en,1.62502,8/29/2014,0,0,76,Released,7.7,35
289336,Dagmamman,2,sv,0.030036,9/11/2013,0,0,88,Released,0,0
289339,Chelsea Peretti: One of the Greats,2,en,1.91832,11/14/2014,0,0,74,Released,6.7,36
289390,Women Aren't Funny,2,en,0.388231,8/29/2014,0,0,79,Released,4.6,8
289394,Houdini,2,en,3.988645,9/1/2014,0,0,210,Released,7.1,77
289416,Grace,2,en,4.550875,10/28/2014,0,0,87,Released,4.8,62
289510,الفيل الأزرق,2,ar,0.945722,7/28/2014,3500000,-3500000,170,Released,6.5,18
289519,Blues Story,2,en,0.111754,11/1/2003,200000,-200000,90,Released,4,2
289520,Perfect on Paper,2,en,0.192214,9/20/2014,0,0,82,Released,4,2
289523,Midnight Masquerade,2,en,0.804969,9/27/2014,0,0,0,Released,5,6
289575,Tales of the Grim Sleeper,2,en,1.026813,8/29/2014,0,0,105,Released,6.9,20
289673,Cinderella,2,en,1.085134,1/1/2000,0,0,90,Released,5.6,5
289712,Mockingbird,2,en,10.895623,10/7/2014,0,0,81,Released,3.9,35
289716,The World Made Straight,2,en,2.20851,1/9/2015,0,0,119,Released,5.5,19
289720,Outcast,2,en,9.029641,9/26/2014,25000000,-25000000,98,Released,4.5,140
289723,An Act of War,2,en,1.662556,3/10/2015,0,0,99,Released,5.1,6
289727,The Rewrite,2,en,6.253843,6/15/2014,0,4453524,107,Released,5.8,192
289728,Jingle All the Way 2,2,en,2.448724,12/2/2014,5000000,-5000000,93,Released,4,11
289781,Poshter Boyz,2,en,0.02424,8/1/2014,0,0,135,Released,0,0
289820,N: The Madness Of Reason,2,en,0.103679,11/8/2014,0,0,102,Released,7.5,2
289891,Jackie & Ryan,2,en,3.104679,9/1/2014,0,0,90,Released,5.5,49
289923,The Burkittsville 7,2,en,0.38645,10/3/2000,0,0,30,Released,7,1
289933,The Truth About Webcam Girls,2,en,1.316376,2/24/2014,0,0,57,Released,7.3,5
289960,Blondie's New York and the Making of Parallel Lines,2,en,0.633345,8/29/2014,0,0,50,Released,3.9,4
290043,Mörderische Erpressung,2,de,0.003565,11/3/2006,0,0,,Released,0,0
290075,모던 보이,2,ko,0.006784,10/2/2008,0,0,121,Released,0,0
290098,아가씨,2,ko,16.727405,6/1/2016,8575000,-6591796,145,Released,8.1,453
290100,Plan Bart,2,nl,0.579576,9/17/2014,0,0,0,Released,0,0
290188,The Brittany Murphy Story,2,en,1.328486,9/6/2014,0,0,86,Released,4.4,10
290217,同桌的妳,2,en,0.504,4/25/2014,0,76000000,0,Released,6,4
290235,Find Me,2,en,0.147431,9/1/2014,0,0,87,Released,4.5,8
290250,The Nice Guys,2,en,16.075615,5/15/2016,50000000,12788218,116,Released,7,2382
290283,Honeytrap,2,en,0.309684,5/8/2015,0,0,93,Released,5.5,2
290290,War Book,2,en,1.860646,10/13/2014,0,0,95,Released,5.6,7
290300,Peter Pan Live!,2,en,1.882141,12/4/2014,0,0,132,Released,4.8,9
290304,21 Years: Richard Linklater,2,en,1.287567,11/7/2014,0,0,78,Released,6.3,8
290316,Mon amie Victoria,2,fr,0.696188,12/31/2014,0,0,95,Released,6.1,6
290365,Projet-M,2,fr,0.976485,9/20/2014,0,0,98,Released,4.4,7
290370,Mutant World,2,en,1.044936,9/27/2014,0,1500000,85,Released,2.6,9
290382,Roger Waters: The Wall,2,en,3.343723,9/29/2014,0,0,133,Released,7.7,45
290504,Awake: The Life of Yogananda,2,en,0.321054,10/10/2014,0,0,87,Released,6.7,8
290542,You're Not You,2,en,6.800456,10/10/2014,0,11486,104,Released,7.3,247
290555,Wolves,2,en,11.481479,8/28/2014,18000000,-18000000,90,Released,5.7,82
290556,Виктор,2,ru,1.35921,9/4/2014,10000000,-10000000,134,Released,5,2
290595,The Huntsman: Winter's War,2,en,17.260203,4/6/2016,115000000,49602163,114,Released,6,1575
290637,Pay the Ghost,2,en,7.935683,9/16/2015,0,2160298,94,Released,5.1,204
290656,Raised by Wolves,2,en,0.931028,8/18/2014,0,0,76,Released,3,3
290672,Detour,2,en,0.616132,10/5/1998,0,0,0,Released,0,0
290695,Melbourne,2,fa,0.732605,2/7/2014,0,0,93,Released,6.2,5
290714,The Surface,2,en,0.834443,10/9/2014,0,0,86,Released,4.2,6
290727,Monster High: Freaky Fusion,2,en,2.742513,10/6/2014,0,0,0,Released,6.7,10
290729,Sniper: Legacy,2,en,3.544629,9/29/2014,0,0,94,Released,5.5,45
290739,Land,2,en,0.076579,5/2/2010,415000,-415000,76,Released,4.3,2
290751,Secret in Their Eyes,2,en,6.79115,10/14/2015,19500000,15354990,111,Released,6.2,341
290762,Miss You Already,2,en,7.634145,9/12/2015,0,0,112,Released,7.3,232
290764,Tracers,2,en,9.056173,1/15/2015,11000000,-10406317,94,Released,5.9,437
290773,The Connection,2,en,0.262563,9/1/2014,0,0,72,Released,5.8,3
290789,Breaking at the Edge,2,en,1.598702,1/1/2013,0,0,0,Released,4.2,13
290802,Night Will Fall,2,en,1.742732,6/7/2014,0,0,75,Released,7.8,22
290815,Court,2,mr,0.725267,3/26/2015,0,0,116,Released,6.6,10
290825,Yoga Hosers,2,en,7.550395,7/8/2016,5000000,-5000000,88,Released,4.7,107
290862,Man for a Day,2,en,0.414603,7/19/2012,0,0,96,Released,6.9,4
290864,一個人的武林,2,cn,6.636514,10/31/2014,25000000,-24870885,100,Released,6.5,117
290865,타짜: 신의 손,2,ko,1.745604,9/3/2014,0,0,147,Released,7.3,25
290911,Paradies 505. Ein Niederbayernkrimi,2,de,0.048331,10/19/2013,0,0,,Released,10,1
290916,7.2,2,en,0.016798,10/16/2014,0,0,14,Released,0,0
290930,Image,2,nl,0.569464,11/5/2014,0,0,100,Released,4.3,6
290999,Wyrmwood: Road Of The Dead,2,en,6.635569,9/19/2014,0,0,98,Released,6.3,173
291006,The Price We Pay,2,en,0.194929,9/5/2014,0,0,93,Released,6.7,5
291122,Long Gone,2,en,0.002353,1/20/2003,0,0,90,Released,0,0
291146,Yalom's Cure,2,en,0.563739,5/20/2014,0,0,77,Released,5,5
291151,The Stranger,2,en,4.250043,6/12/2015,0,0,93,Released,4.6,41
291154,Daawat-e-Ishq,2,hi,1.141957,9/5/2014,0,0,123,Released,6.8,15
291155,"Fat, Sick & Nearly Dead 2",2,en,0.943537,9/18/2014,0,0,89,Released,6.2,19
291156,Ničije dete,2,sr,0.442652,9/1/2014,0,0,103,Released,8.1,5
291157,Khoobsurat,2,hi,1.61641,9/19/2014,0,0,131,Released,6.6,44
291162,Slow Southern Steel,2,en,0.00968,10/20/2011,0,0,90,Released,0,0
291189,The Driftless Area,2,en,11.875146,4/18/2015,0,0,95,Released,5.2,26
291264,The Family Fang,2,en,5.121894,4/16/2016,0,262921,105,Released,5.8,92
291270,Anomalisa,2,en,10.428421,12/30/2015,8000000,-2340714,90,Released,6.9,472
291272,We Are Still Here,2,en,8.100029,6/5/2015,0,0,84,Released,5.6,191
291276,Unlocked,2,en,13.371144,4/27/2017,0,0,98,Released,6.2,131
291290,Submerged,2,en,2.232507,11/27/2015,0,0,99,Released,4.3,21
291328,Rules Don't Apply,2,en,8.167673,11/23/2016,25000000,-21114658,127,Released,5.9,103
291336,Honeyspider,2,en,0.0845,10/18/2014,0,0,76,Released,0,0
291343,Nowitzki: The Perfect Shot,2,en,0.981528,9/18/2014,0,0,106,Released,6.8,25
291348,A Matter of Faith,2,en,1.860893,10/17/2014,0,0,79,Released,4.9,9
291351,The Sea of Trees,2,en,8.316558,4/27/2016,0,0,110,Released,6.3,133
291356,In a Valley of Violence,2,en,7.723801,10/21/2016,0,53647,104,Released,5.7,115
291362,Road Hard,2,en,1.906036,3/6/2015,1500000,-1500000,97,Released,6.6,8
291375,Sleeping with the Fishes,2,en,0.388701,8/10/2013,0,0,95,Released,5,2
291413,Within,2,en,9.449891,10/18/2016,0,0,88,Released,5,42
291495,American Burger,2,en,0.679229,10/17/2014,0,0,90,Released,4.3,8
291537,Winning: The Racing Life of Paul Newman,2,en,1.700266,5/8/2015,0,0,83,Released,8.2,6
291540,Why Horror?,2,en,0.778909,10/3/2014,0,0,81,Released,6.5,6
291549,암살,2,ko,6.346176,7/22/2015,0,0,140,Released,7.3,58
291577,Miguel San Miguel,2,en,0.062805,11/15/2012,0,0,80,Released,6,1
291634,The Next Step,2,en,0.001247,6/13/1997,0,0,0,Released,0,0
291675,Gabriela,2,en,0.001187,2/14/2001,0,0,0,Released,0,0
291692,绣春刀,2,zh,4.259327,8/7/2014,0,0,111,Released,6.8,51
291805,Now You See Me 2,2,en,39.540653,6/2/2016,90000000,244901337,129,Released,6.7,3362
291817,Seymour: An Introduction,2,en,0.932758,3/13/2015,0,0,84,Released,6.4,9
291851,Field of Lost Shoes,2,en,2.899439,3/30/2015,0,0,96,Released,5.8,14
291854,Meet the Mormons,2,en,0.431374,10/10/2014,0,0,78,Released,5.8,4
291863,Future Shock! The Story of 2000AD,2,en,0.353387,9/19/2014,0,0,110,Released,7.3,6
291865,From the Dark,2,en,2.916224,4/14/2014,0,0,90,Released,5.5,48
291866,The Hive,2,en,11.693912,9/14/2015,0,0,89,Released,5.3,32
291868,My Life Directed by Nicolas Winding Refn,2,en,1.43713,9/18/2014,0,0,58,Released,6.4,16
291869,I Am Michael,2,en,9.565297,1/29/2015,0,0,98,Released,6.2,45
291870,Dirty Grandpa,2,en,16.290586,1/21/2016,11500000,82573028,102,Released,5.7,1429
291871,Yosemite,2,en,2.076048,1/1/2016,0,0,80,Released,4.5,8
292010,The Daughter,2,en,3.71029,10/9/2015,0,0,96,Released,6.4,25
292014,Снежная королева 2: Перезаморозка,2,ru,3.107696,12/12/2014,0,0,78,Released,5.3,20
292022,After Midnight,2,en,1.091991,1/1/2014,0,0,82,Released,1.1,4
292035,Aanmodderfakker,2,nl,0.454109,9/30/2014,0,0,100,Released,6.4,12
292040,Spooks: The Greater Good,2,en,10.199449,4/11/2015,0,1473809,104,Released,5.9,203
292081,Sunshine Superman,2,en,0.984906,5/22/2015,400000,-311903,100,Released,7.2,10
292090,Face,2,en,0.003027,1/1/2002,0,0,0,Released,0,0
292177,My Little Pony: Equestria Girls - Rainbow Rocks,2,en,1.340019,9/27/2014,0,0,75,Released,6.6,19
292191,Bachelor Night,2,en,0.722405,8/12/2014,0,0,88,Released,3.8,9
292214,Killer Cop,2,en,0.004889,10/15/2002,0,0,0,Released,0,0
292262,Graffiti Wars,2,en,0.430964,8/14/2011,0,0,47,Released,6,3
292264,抱きしめたい -真実の物語-,2,ja,0.560196,2/1/2014,0,0,122,Released,7.8,6
292277,Living in the Age of Airplanes,2,en,0.205058,4/25/2015,0,0,47,Released,7.3,3
292280,The Bye Bye Man,2,en,19.225832,1/12/2017,7400000,19267197,96,Released,5.1,262
292298,Meeting David Wilson,2,en,0.066282,6/1/2010,0,0,83,Released,7,1
292342,Bill Maher: Live From DC,2,en,0.162976,9/12/2014,0,0,60,Released,5.5,2
292387,Les nuits d'été,2,fr,0.274176,8/29/2014,0,0,104,Released,5.3,2
292396,Deliverance Creek,2,en,1.08147,9/13/2014,0,0,0,Released,6.3,3
292431,Love,2,en,2.328321,7/6/2015,3000000,-2750917,134,Released,5.2,449
292483,Not Cool,2,en,1.406589,9/23/2014,0,0,90,Released,3.7,25
292533,زندان زنان,2,fa,0.037647,10/6/2002,0,0,106,Released,6,1
292538,Wisdom of Changes - Richard Wilhelm and the I Ching,2,en,0.008235,11/19/2011,0,0,87,Released,0,0
292539,Food Chains,2,de,1.254662,4/26/2014,913000,-913000,83,Released,7.4,8
292547,The Young and the Dead,2,en,0.001177,4/22/2000,0,0,0,Released,0,0
292607,The Rise and Rise of Bitcoin,2,en,0.880642,10/3/2014,0,0,96,Released,7,23
292625,Fak wai nai gai thoe,2,th,0.704442,8/7/2014,0,0,115,Released,6,10
292631,Negociador,2,es,0.57353,9/22/2014,0,0,80,Released,6.6,7
292795,"Gus - Petit oiseau, grand voyage",2,en,2.308762,11/6/2014,0,0,90,Released,4.9,11
292830,Creature,2,en,0.129933,9/12/2014,0,0,134,Released,3.3,3
292834,Brother Nature,2,en,1.006543,9/9/2016,0,0,97,Released,5,14
292917,Some Body,2,en,0.166855,1/19/2001,0,0,77,Released,8,1
292947,Won't Anybody Listen,2,en,0.078017,9/28/2001,0,0,0,Released,8,2
292948,Écrivain d'O,2,fr,0.0449,4/1/2005,0,0,80,Released,8,1
292974,Just an American Boy,2,en,0.002353,6/7/2003,0,0,0,Released,0,0
292975,King Leopold's Ghost,2,en,0.003534,5/28/2006,0,0,0,Released,0,0
292988,Dark Mountain,2,en,0.742753,10/27/2013,0,0,82,Released,5.5,6
293006,Aliens on the Moon: The Truth Exposed,2,en,0.633369,1/1/2014,0,0,0,Released,3.1,8
293082,"10,000 Days",2,en,1.807454,11/23/2014,0,0,91,Released,3,4
293093,Dark Haul,2,en,1.151262,10/4/2014,0,0,90,Released,4.6,6
293114,Taulukauppiaat,2,fi,0.005936,9/3/2010,0,0,58,Released,0,0
293122,Поводир,2,en,0.817488,11/12/2014,722083,-222915,120,Released,8.6,6
293126,Terror at the Mall,2,en,0.054871,9/15/2014,0,0,60,Released,8,1
293167,Kong: Skull Island,2,en,29.429112,3/8/2017,185000000,381652812,118,Released,6.2,3161
293189,Algorithms,2,en,0.011525,6/6/2013,0,0,100,Released,0,0
293205,Recipe for Love,2,en,1.691508,10/11/2014,0,0,81,Released,5.7,17
293238,Labyrinth,2,de,2.062354,11/24/2012,20000000,-20000000,180,Released,5.9,16
293262,I Am Ali,2,en,3.191386,10/10/2014,0,7205,111,Released,6.8,31
293264,Un ragazzo d'oro,2,it,0.783186,9/18/2014,0,0,102,Released,4.4,11
293271,Muumit Rivieralla,2,fi,1.160542,10/10/2014,4700000,-4700000,80,Released,5.8,12
293299,Feast,2,en,7.365663,11/7/2014,0,0,6,Released,8,420
293310,Citizenfour,2,en,6.584217,10/10/2014,0,3003169,114,Released,7.9,516
293313,Risto Räppääjä ja liukas Lennart,2,en,0.020492,2/7/2014,1300000,-1300000,77,Released,0,0
293413,내부자들,2,ko,3.527119,11/19/2015,0,62000000,180,Released,6.7,23
293444,Eedenistä Pohjoiseen,2,fi,0.093541,3/7/2014,460000,-460000,73,Released,0,0
293450,Ækte vare,2,da,0.317829,5/8/2014,0,0,89,Released,0,0
293452,The Disappointments Room,2,en,13.288704,9/9/2016,15000000,-15000000,92,Released,4.3,144
293456,VAN valami furcsa és megmagyarázhatatlan,2,hu,0.630332,10/30/2014,0,0,96,Released,7.3,6
293461,Monsterimies,2,en,0.016499,9/26/2014,0,0,85,Released,0,0
293471,Onneli ja Anneli,2,en,0.017998,1/17/2014,2100000,-2100000,80,Released,0,0
293476,La buca,2,it,0.60367,9/25/2014,0,0,0,Released,4.8,6
293487,Tolonen,2,en,0.018059,5/1/2014,0,0,0,Released,0,0
